code_list_key,source_key,list_key,list_name,item_name,concept_name,superseded_by,source_page,data_sets,valid_from,valid_to,is_current,first_fetch_run_id,loaded_at,loaded_by,updated_at,updated_by
113,nhs_dd_cds,source_of_referral_for_out-patients,source_of_referral_for_out_patients,SOURCE OF REFERRAL FOR OUT-PATIENTS,SOURCE OF REFERRAL FOR OUT-PATIENTS,,https://www.datadictionary.nhs.uk/data_elements/source_of_referral_for_out-patients.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
114,nhs_dd_cds,status_of_patient_included_in_the_psychiatric_census_code,status_of_patient_included_in_the_psychiatric_census_code,STATUS OF PATIENT INCLUDED IN THE PSYCHIATRIC CENSUS CODE,STATUS OF PATIENT INCLUDED IN THE PSYCHIATRIC CENSUS CODE,,https://www.datadictionary.nhs.uk/data_elements/status_of_patient_included_in_the_psychiatric_census_code.html,cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
115,nhs_dd_cds,status_of_person_conducting_delivery_code,status_of_person_conducting_delivery,STATUS OF PERSON CONDUCTING DELIVERY CODE,STATUS OF PERSON CONDUCTING DELIVERY,,https://www.datadictionary.nhs.uk/data_elements/status_of_person_conducting_delivery_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
116,nhs_dd_cds,waiting_time_measurement_type,waiting_time_measurement_type,WAITING TIME MEASUREMENT TYPE,WAITING TIME MEASUREMENT TYPE,WAITING TIME MEASUREMENT TYPE (COMMISSIONING DATA SET),https://www.datadictionary.nhs.uk/data_elements/waiting_time_measurement_type.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_040_-_elective_admission_list_-_end_of_period_census_old_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_070_-_elective_admission_list_-_event_during_period_remove_cds;cds_v6-2_type_080_-_elective_admission_list_-_event_during_period_offer_cds;cds_v6-2_type_090_-_elective_admission_list_-_event_during_period_available_or_unavailable_cds;cds_v6-2_type_100_-_elective_admission_list_-_event_during_period_old_service_agreement_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
117,nhs_dd_cds,waiting_time_measurement_type_commissioning_data_set,waiting_time_measurement_type_commissioning_data_set,WAITING TIME MEASUREMENT TYPE (COMMISSIONING DATA SET),,WAITING TIME MEASUREMENT TYPE (COMMISSIONING DATA SET),https://www.datadictionary.nhs.uk/data_elements/waiting_time_measurement_type_commissioning_data_set.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
135,nhs_dd_cds,waiting_time_measurement_type_commissioning_data_set,waiting_time_measurement_type_commissioning_data_set,WAITING TIME MEASUREMENT TYPE (COMMISSIONING DATA SET),,,https://www.datadictionary.nhs.uk/data_elements/waiting_time_measurement_type_commissioning_data_set.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
118,nhs_dd_cds,ward_day_period_availability_code,ward_day_period_availability,WARD DAY PERIOD AVAILABILITY CODE,WARD DAY PERIOD AVAILABILITY,,https://www.datadictionary.nhs.uk/data_elements/ward_day_period_availability_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
119,nhs_dd_cds,ward_intended_age_group,ward_intended_age_group,WARD INTENDED AGE GROUP,WARD INTENDED AGE GROUP,WARD INTENDED AGE GROUP,https://www.datadictionary.nhs.uk/data_elements/ward_intended_age_group.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
136,nhs_dd_cds,ward_intended_age_group,ward_intended_age_group,WARD INTENDED AGE GROUP,WARD INTENDED AGE GROUP,,https://www.datadictionary.nhs.uk/data_elements/ward_intended_age_group.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
120,nhs_dd_cds,ward_intended_clinical_care_intensity,ward_intended_clinical_care_intensity,WARD INTENDED CLINICAL CARE INTENSITY,WARD INTENDED CLINICAL CARE INTENSITY,WARD INTENDED CLINICAL CARE INTENSITY,https://www.datadictionary.nhs.uk/data_elements/ward_intended_clinical_care_intensity.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
137,nhs_dd_cds,ward_intended_clinical_care_intensity,ward_intended_clinical_care_intensity,WARD INTENDED CLINICAL CARE INTENSITY,WARD INTENDED CLINICAL CARE INTENSITY,,https://www.datadictionary.nhs.uk/data_elements/ward_intended_clinical_care_intensity.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
121,nhs_dd_cds,ward_intended_day_period_availability,ward_intended_day_period_availability,WARD INTENDED DAY PERIOD AVAILABILITY,WARD INTENDED DAY PERIOD AVAILABILITY,WARD INTENDED DAY PERIOD AVAILABILITY,https://www.datadictionary.nhs.uk/data_elements/ward_intended_day_period_availability.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
138,nhs_dd_cds,ward_intended_day_period_availability,ward_intended_day_period_availability,WARD INTENDED DAY PERIOD AVAILABILITY,WARD INTENDED DAY PERIOD AVAILABILITY,,https://www.datadictionary.nhs.uk/data_elements/ward_intended_day_period_availability.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
122,nhs_dd_cds,ward_intended_night_period_availability,ward_intended_night_period_availability,WARD INTENDED NIGHT PERIOD AVAILABILITY,WARD INTENDED NIGHT PERIOD AVAILABILITY,WARD INTENDED NIGHT PERIOD AVAILABILITY,https://www.datadictionary.nhs.uk/data_elements/ward_intended_night_period_availability.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
139,nhs_dd_cds,ward_intended_night_period_availability,ward_intended_night_period_availability,WARD INTENDED NIGHT PERIOD AVAILABILITY,WARD INTENDED NIGHT PERIOD AVAILABILITY,,https://www.datadictionary.nhs.uk/data_elements/ward_intended_night_period_availability.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
123,nhs_dd_cds,ward_intended_sex_of_patients,ward_intended_sex_of_patients,WARD INTENDED SEX OF PATIENTS,WARD INTENDED SEX OF PATIENTS,WARD INTENDED SEX OF PATIENTS,https://www.datadictionary.nhs.uk/data_elements/ward_intended_sex_of_patients.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
140,nhs_dd_cds,ward_intended_sex_of_patients,ward_intended_sex_of_patients,WARD INTENDED SEX OF PATIENTS,WARD INTENDED SEX OF PATIENTS,,https://www.datadictionary.nhs.uk/data_elements/ward_intended_sex_of_patients.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
124,nhs_dd_cds,ward_night_period_availability_code,ward_night_period_availability,WARD NIGHT PERIOD AVAILABILITY CODE,WARD NIGHT PERIOD AVAILABILITY,,https://www.datadictionary.nhs.uk/data_elements/ward_night_period_availability_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
125,nhs_dd_cds,ward_security_level,ward_security_level,WARD SECURITY LEVEL,WARD SECURITY LEVEL,,https://www.datadictionary.nhs.uk/data_elements/ward_security_level.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
126,nhs_dd_cds,withheld_identity_reason,withheld_identity_reason,WITHHELD IDENTITY REASON,WITHHELD IDENTITY REASON,,https://www.datadictionary.nhs.uk/data_elements/withheld_identity_reason.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
